Date,Prev Close,Open,High,Low,Close,Volume,,,,,
6/24/2002,141.55,140.5,151.95,139,150.3,78852,,,,,
6/25/2002,150.3,154,169.2,150,165.1,352740,,,,,
6/26/2002,165.1,168,172.7,163.1,166.1,674704,,,,,
6/27/2002,166.1,167.4,167.5,161,163.85,146043,,,,,
6/28/2002,163.85,166.8,167.4,162.15,162.95,128230,,,,,
7/1/2002,162.95,166.5,166.5,160.15,161.9,57697,,,,,
7/2/2002,161.9,162,162,155.7,158.4,51849,,,,,
7/3/2002,158.4,159.9,163.2,155.5,156.05,73327,,,,,
7/4/2002,156.05,158,163.8,157,160.95,129111,,,,,
7/5/2002,160.95,164.95,170,162,166.7,151699,,,,,
7/8/2002,166.7,164,169.45,163.5,166.9,86347,,,,,
7/9/2002,166.9,169,175.5,168.5,172.4,280695,,,,,
7/10/2002,172.4,173.05,174,168,170.2,98953,,,,,
7/11/2002,170.2,168,173,166,172.1,84457,,,,,
7/12/2002,172.1,174.5,175.95,165.25,167,103520,,,,,
7/15/2002,167,167,167,156,162.1,85005,,,,,
7/16/2002,162.1,160,163.5,160,162.35,25988,,,,,
7/17/2002,162.35,161,169.8,158,166.45,59387,,,,,
7/18/2002,166.45,168,179.65,167,176.35,161596,,,,,
7/19/2002,176.35,177.7,180.9,175,177.25,301224,,,,,
7/22/2002,177.25,170.05,171.5,157.05,160.05,81629,,,,,
7/23/2002,160.05,157.25,169.2,157.2,168,165049,,,,,
7/24/2002,168,161.1,165.5,161.1,162.1,29277,,,,,
7/25/2002,162.1,168.7,171,158.5,161.45,33093,,,,,
7/26/2002,161.45,166.5,166.5,158.1,159.55,55965,,,,,
7/29/2002,159.55,163.8,163.8,152.65,159.4,55017,,,,,
7/30/2002,159.4,163,163.9,158.5,159.95,62278,,,,,
7/31/2002,159.95,157,162,152.3,160.2,57264,,,,,
8/1/2002,160.2,151.15,163,151.15,155.6,18120,,,,,
8/2/2002,155.6,153.5,155,148.05,152.65,50167,,,,,
8/5/2002,152.65,151,155.4,151,153.25,13110,,,,,
8/6/2002,153.25,155.95,155.95,151.05,152.05,7724,,,,,
8/7/2002,152.05,155,159.5,153,157.9,37323,,,,,
8/8/2002,157.9,163.85,165,155,160.35,73730,,,,,
8/9/2002,160.35,162.9,163,159.6,160.45,52558,,,,,
8/12/2002,160.45,161,161.95,159.45,160.3,17569,,,,,
8/13/2002,160.3,160,162,158.5,159.15,9439,,,,,
8/14/2002,159.15,161,161,159.35,160.05,23300,,,,,
8/16/2002,160.05,160,161.95,152,160.4,12863,,,,,
8/19/2002,160.4,160,163.45,159.2,160.25,13819,,,,,
8/20/2002,160.25,161.8,161.8,160,160.1,9006,,,,,
8/21/2002,160.1,160,162,158.55,160.2,12393,,,,,
8/22/2002,160.2,161.85,161.85,155.6,156.75,5974,,,,,
8/23/2002,156.75,157,160,154.35,158.65,14888,,,,,
8/26/2002,158.65,156,159.05,150.1,158.35,7027,,,,,
8/27/2002,158.35,157.25,159.3,155.1,156.6,7383,,,,,
8/28/2002,156.6,157,159,155.5,157.4,10411,,,,,
8/29/2002,157.4,153.2,160.35,153.2,160.05,18015,,,,,
8/30/2002,160.05,158.55,160.75,158,160.1,11740,,,,,
9/2/2002,160.1,163,163,158.6,159.8,16083,,,,,
9/3/2002,159.8,160,160.9,158.7,159.75,9804,,,,,
9/4/2002,159.75,157.6,159.8,157.6,158.85,11794,,,,,
9/5/2002,158.85,159.75,160,157.05,158.85,14490,,,,,
9/6/2002,158.85,157.75,159,157,158.15,7651,,,,,
9/9/2002,158.15,156,158,153.1,157.45,12719,,,,,
9/11/2002,157.45,156,158.5,156,156.75,8491,,,,,
9/12/2002,156.75,157,158.25,156,156.45,8658,,,,,
9/13/2002,156.45,156.15,157.2,152.6,153.45,6724,,,,,
9/16/2002,153.45,154.5,154.5,150.1,150.65,5776,,,,,
9/17/2002,150.65,152.2,155.65,148.2,154.5,14286,,,,,
9/18/2002,154.5,153.3,154.2,151.3,152.8,7162,,,,,
9/19/2002,152.8,151.55,152.75,149,151.2,9038,,,,,
9/20/2002,151.2,146,151,145.1,150.1,8624,,,,,
9/23/2002,150.1,158,158,149.85,150.45,4395,,,,,
9/24/2002,150.45,150,152,148.5,151.05,16408,,,,,
9/25/2002,151.05,149,153,148.1,152.85,8693,,,,,
9/26/2002,152.85,152,154.5,150.25,153.9,11429,,,,,
9/27/2002,153.9,152.1,153.75,149,149.8,7003,,,,,
9/30/2002,149.8,150,152,149,150.1,12709,,,,,
10/1/2002,150.1,152,154,150.85,152.25,11167,,,,,
10/3/2002,152.25,151,153.4,151,152.9,7908,,,,,
10/4/2002,152.9,150.1,154.9,150.1,154.5,8767,,,,,
10/7/2002,154.5,154.85,154.85,151,154.05,11886,,,,,
10/8/2002,154.05,152,154.65,152,154.1,4500,,,,,
10/9/2002,154.1,155.5,156,152.3,152.55,7257,,,,,
10/10/2002,152.55,152.55,152.85,151,151.85,2145,,,,,
10/11/2002,151.85,153.85,153.85,150.55,151.2,5455,,,,,
10/14/2002,151.2,153.45,153.9,149.3,150.65,2650,,,,,
10/16/2002,150.65,151.3,152.45,149.5,150.4,4307,,,,,
